Facility Name,CMS Certification Number (CCN),Alternate CCN,Address,City,State,Zip Code,Network,Measure Name,Mineral Metabolism Measure Score,Mineral Metabolism Reason for No Score (See Footnotes File),State Average Mineral Metabolism Measure Score,National Average Mineral Metabolism Measure Score
"RENAL CENTER OF NORTH DALLAS, LLC",672732,-,6190 LBJ FREEWAY BUILDING 2 SUITE 701,DALLAS,TX,75240,14,MINERAL METABOLISM,10,-,9,9
WEST BELLFORT DIALYSIS,672733,-,21026 W. BELLFORT,RICHMOND,TX,77406,14,MINERAL METABOLISM,7,-,9,9
HORIZON DIALYSIS,672734,-,2222 GREENHOUSE RD,HOUSTON,TX,77084,14,MINERAL METABOLISM,4,-,9,9
SATELLITE HEALTHCARE OF SOUTH AUSTIN,672735,-,10001 SOUTH IH 35 BLDG 1 STE 100,AUSTIN,TX,78747,14,MINERAL METABOLISM,10,-,9,9
KEY CHOICE LLC,672736,-,5420 DASHWOOD DR STE 207,HOUSTON,TX,77081,14,MINERAL METABOLISM,No Score,"1, 8",9,9
US RENAL CARE PLANO DIALYSIS,672737,-,4108 W 15TH STREET SUITE 100,PLANO,TX,75093,14,MINERAL METABOLISM,9,-,9,9
US RENAL CARE TARRANT DIALYSIS BRYANT IRVIN,672738,-,5729 BRYANT IRVIN RD,FORT WORTH,TX,76132,14,MINERAL METABOLISM,8,-,9,9
CROSSTIMBERS DIALYSIS,672739,-,4400 NORTH FREEWAY SUITE 100,HOUSTON,TX,77022,14,MINERAL METABOLISM,5,-,9,9
LIBERTY DIALYSIS - RICHARDSON,672740,-,1621 NORTH CENTRAL EXPRESSWAY SUITE 200,RICHARDSON,TX,75080,14,MINERAL METABOLISM,9,-,9,9
"RENAL CENTER OF KELLER, LLC",672741,-,10708 VICTORIA ASH DR,FORT WORTH,TX,76248,14,MINERAL METABOLISM,8,-,9,9
US RENAL CARE SOUTH SAN ANTONIO DIALYSIS,672742,-,137 PALO ALTO ROAD,SAN ANTONIO,TX,78211,14,MINERAL METABOLISM,10,-,9,9
US RENAL CARE TARRANT DIALYSIS KELLER,672743,-,4420 HERITAGE TRACE PKWY STE 312,FORT WORTH,TX,76244,14,MINERAL METABOLISM,5,-,9,9
LIBERTY DIALYSIS HUNTSVILLE,672744,-,540 I-45 SOUTH SUITE A,HUNTSVILLE,TX,77340,14,MINERAL METABOLISM,8,-,9,9
COLLEGE PARK DIALYSIS,672745,-,17191 ST LUKES WAY SUITE 100,THE WOODLANDS,TX,77384,14,MINERAL METABOLISM,8,-,9,9
"COMPLETE DIALYSIS CARE, LLC",672746,-,607 E 7TH STREET,ODESSA,TX,79761,14,MINERAL METABOLISM,6,-,9,9
EASTCHASE DIALYSIS CENTER,672747,-,1451 EASTCHASE PARKWAY,FORT WORTH,TX,76120,14,MINERAL METABOLISM,10,-,9,9
LIBERTY DIALYSIS - WYLIE MURPHY,672748,-,2300 W FM 544 SUITE 140,WYLIE,TX,75098,14,MINERAL METABOLISM,4,-,9,9
"BLALOCK DIALYSIS CENTER, INC",672749,-,1170 BLALOCK ROAD SUITE 200,HOUSTON,TX,77055,14,MINERAL METABOLISM,10,-,9,9
US RENAL CARE TARRANT DIALYSIS FLOWER MOUND,672750,-,785 CROSS TIMBERS SUITE 145,FLOWER MOUND,TX,75028,14,MINERAL METABOLISM,No Score,1,9,9
LIBERTY DIALYSIS - CHARLTON,672751,-,3571 W WHEATLAND ROAD SUITE 103,DALLAS,TX,75237,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE TEXAS MEDICAL CENTER HOME,672752,-,1333 OLD SPANISH TRAIL SUITE J,HOUSTON,TX,77054,14,MINERAL METABOLISM,6,-,9,9
US RENAL CARE NORTH DALLAS DIALYSIS,672753,-,10740 N CENTRAL EXPRESSWAY SUITE 150,DALLAS,TX,75231,14,MINERAL METABOLISM,9,-,9,9
VICTORY LAKES DIALYSIS,672754,-,3290 GULF FREEWAY S SUITE H,DICKINSON,TX,77539,14,MINERAL METABOLISM,7,-,9,9
WHARTON DIALYSIS CARE,672755,-,205 N ALABAMA ROAD,WHARTON,TX,77488,14,MINERAL METABOLISM,9,-,9,9
ACE DIALYSIS,672756,-,14512 LEE ROAD,HUMBLE,TX,77396,14,MINERAL METABOLISM,8,-,9,9
LIBERTY DIALYSIS - MANSFIELD,672757,-,2651 E BROAD STREET SUITE 109,MANSFIELD,TX,76063,14,MINERAL METABOLISM,8,-,9,9
GREATWOOD DIALYSIS,672758,-,20333 SOUTHWEST FREEWAY SUITE 105,SUGAR LAND,TX,77479,14,MINERAL METABOLISM,8,-,9,9
LA CENTRAL DIALYSIS,672759,-,902 HOUSTON STREET,LAREDO,TX,78040,14,MINERAL METABOLISM,7,-,9,9
FRESENIUS MEDICAL CARE BAYTOWN NORTH,672760,-,4816 EAST CHASE STREET,BAYTOWN,TX,77521,14,MINERAL METABOLISM,10,-,9,9
FORT WORTH SAGINAW DIALYSIS,672761,-,900 NORTH BLUE MOUND ROAD SUITE 192,SAGINAW,TX,76131,14,MINERAL METABOLISM,9,-,9,9
FRESENIUS MEDICAL CARE WACO LAKESHORE,672762,-,2420 LAKESHORE DRIVE,WACO,TX,76708,14,MINERAL METABOLISM,10,-,9,9
DIALYSPA VINTAGE PARK,672763,-,102 VINTAGE PARK BLVD BLDG L SUITE A,HOUSTON,TX,77070,14,MINERAL METABOLISM,0,-,9,9
GREEN OAK DIALYSIS,672764,-,1426 KINGWOOD DRIVE,KINGWOOD,TX,77339,14,MINERAL METABOLISM,8,-,9,9
DIALYSPA THE WOODLANDS,672765,-,27172 I-45 NORTH,OAK RIDGE,TX,77385,14,MINERAL METABOLISM,8,-,9,9
FRESENIUS MEDICAL CARE HARKER HEIGHTS,672766,-,625 W CENTRAL TEXAS EXPRESSWAY,HARKER HEIGHTS,TX,76548,14,MINERAL METABOLISM,9,-,9,9
PINE PARK DIALYSIS,672767,-,3333 BAYSHORE BLVD,PASADENA,TX,77504,14,MINERAL METABOLISM,6,-,9,9
EL PASO PERITONEAL DIALYSIS,672768,-,1310 MURCHINSON DRIVE SUITE C,EL PASO,TX,79902,14,MINERAL METABOLISM,10,-,9,9
RIVERSTONE DIALYSIS,672769,-,5672 HIGHWAY 6,MISSOURI CITY,TX,77459,14,MINERAL METABOLISM,7,-,9,9
DIALYSIS CARE OF WEATHERFORD,672770,-,2107 FORT WORTH HIGHWAY,WEATHERFORD,TX,76086,14,MINERAL METABOLISM,6,-,9,9
TREASURE HILLS DIALYSIS,672771,-,1629 TREASURE HILLS BLVD SUITE 8,HARLINGEN,TX,78550,14,MINERAL METABOLISM,10,-,9,9
WELLBOUND OF SOUTH AUSTIN,672772,-,"9811 SOUTH IH35 BLDG 4, STE 100",AUSTIN,TX,78744,14,MINERAL METABOLISM,6,-,9,9
CLOVERLEAF DIALYSIS,672773,-,13525 EAST FREEWAY SUITE A,HOUSTON,TX,77015,14,MINERAL METABOLISM,9,-,9,9
FRESENIUS MEDICAL CARE KATY,672774,-,21755 PROVINCIAL BLVD,KATY,TX,77450,14,MINERAL METABOLISM,8,-,9,9
FRESENIUS MEDICAL CARE RIVER VALLEY CLINIC,672775,-,433 W SAM HOUSTON BLVD,PHARR,TX,78577,14,MINERAL METABOLISM,10,-,9,9
DENTON DIALYSIS,672776,-,3305 UNICORN LAKE BLVD,DENTON,TX,76210,14,MINERAL METABOLISM,8,-,9,9
FORT BROWN DIALYSIS,672777,-,2000 BOCA CHICA BLVD,BROWNSVILLE,TX,78521,14,MINERAL METABOLISM,9,-,9,9
REGIONAL DIALYSIS CENTER OF LANCASTER LLC,672778,-,2500 W PLEASANT RUN RD SUITE 100,LANCASTER,TX,75146,14,MINERAL METABOLISM,10,-,9,9
SOUTH SHORE ANNEX DIALYSIS,672779,-,16750 HIGHWAY 3,WEBSTER,TX,77598,14,MINERAL METABOLISM,10,-,9,9
ROUND ROCK DIALYSIS,672780,-,1800 ROUND ROCK AVENUE,ROUND ROCK,TX,78681,14,MINERAL METABOLISM,8,-,9,9
BOTHWELL DIALYSIS LLC,672781,-,8787 FALLBROOK DR,HOUSTON,TX,77064,14,MINERAL METABOLISM,7,-,9,9
"WATSON DIALYSIS, LLC",672782,-,7065 EAST FWY,HOUSTON,TX,77020,14,MINERAL METABOLISM,9,-,9,9
"KERRICHER DIALYSIS, LLC",672783,-,2400 LANDS END BLVD SUITE 131,FORT WORTH,TX,76116,14,MINERAL METABOLISM,8,-,9,9
FRESENIUS MEDICAL CARE WEST PEARLAND,672784,-,2276 BUSINESS CENTER DRIVE,PEARLAND,TX,77584,14,MINERAL METABOLISM,10,-,9,9
IRVING REGINAL DIALYSIS CENTER LLC,672785,-,2535 WEST AIRPORT FWY,IRVING,TX,75062,14,MINERAL METABOLISM,8,-,9,9
CYPRESS FAIRFIELD DIALYSIS,672786,-,15103 MASON RD STE D5,CYPRESS,TX,77433,14,MINERAL METABOLISM,8,-,9,9
WEST HOUSTON HOME DIALYSIS,672787,-,"1319 SAM HOUSTON PKWY, STE 130",HOUSTON,TX,77043,14,MINERAL METABOLISM,7,-,9,9
KELLER DIALYSIS,672788,-,11000 OLD DENTON ROAD,KELLER,TX,76248,14,MINERAL METABOLISM,9,-,9,9
DIALYSIS CARE OF GRAND PRAIRIE,672789,-,402 N CARRIER PARKWAY SUITE 102,GRAND PRAIRIE,TX,75050,14,MINERAL METABOLISM,10,-,9,9
SOUTHEAST FORT WORTH DIALYSIS,672790,-,3845 E LOOP 820 S,FORT WORTH,TX,76119,14,MINERAL METABOLISM,6,-,9,9
DESOTO REGIONAL DIALYSIS CENTER LLC,672791,-,2651 BOLTON BOONE DRIVE BUILDING B,DESOTO,TX,75115,14,MINERAL METABOLISM,8,-,9,9
WOODLANDS HOME THERAPIES,672792,-,1644 RESEARCH FOREST DRIVE SUITE 150,SHENANDOAH,TX,77381,14,MINERAL METABOLISM,6,-,9,9
REGIONAL DIALYSIS CENTER OF MESQUITE LLC,672793,-,1650 REPUBLIC PARKWAY SUITE 100,MESQUITE,TX,75150,14,MINERAL METABOLISM,8,-,9,9
CARROLTON REGIONAL DIALYSIS CENTER,672794,-,1128 NORTH I-35 EAST,CARROLLTON,TX,75006,14,MINERAL METABOLISM,8,-,9,9
LIBERTY DIALYSIS OF SOUTH LEWISVILLE,672795,-,101 E SOUTHWEST PKWY,LEWISVILLE,TX,75067,14,MINERAL METABOLISM,9,-,9,9
CORYELL DIALYSIS,672796,-,224 MEMORIAL DRIVE,GATESVILLE,TX,76528,14,MINERAL METABOLISM,6,-,9,9
HULEN DIALYSIS,672797,-,5832 S HULEN ST,FORT WORTH,TX,76132,14,MINERAL METABOLISM,8,-,9,9
"LEXINGTON DIALYSIS, LLC",672798,-,16035 LEXINGTON BLVD,SUGAR LAND,TX,77479,14,MINERAL METABOLISM,2,-,9,9
US RENAL CARE EAST PLANO DIALYSIS,672799,-,2721 DOBIE DR,PLANO,TX,75074,14,MINERAL METABOLISM,10,-,9,9
DIALYZE DIRECT SUGARLAND,672800,-,16545 SW FREEWAY,SUGAR LAND,TX,77479,14,MINERAL METABOLISM,7,-,9,9
VINTAGE DIALYSIS,672801,-,20025 CHASEWOOK PARK DRIVE,HOUSTON,TX,77070,14,MINERAL METABOLISM,3,-,9,9
"CANOE DIALYSIS, LLC",672802,-,5655 W SAM HOUSTON PKWY N STE A,HOUSTON,TX,77041,14,MINERAL METABOLISM,No Score,"1, 9",9,9
"KADDEN DIALYSIS, LLC",672803,-,2950 FM 2920 RD,SPRING,TX,77388,14,MINERAL METABOLISM,10,-,9,9
HEIGHTS DIALYSIS,672804,-,739 E 20TH STREET,HOUSTON,TX,77008,14,MINERAL METABOLISM,9,-,9,9
MCKINNEY ON 380 DIALYSIS,672805,-,5329 WEST UNIVERSITY,MCKINNEY,TX,75071,14,MINERAL METABOLISM,7,-,9,9
BELLAIRE DIALYSIS,672806,-,14412 BELLAIRE BLVD.,SUGAR LAND,TX,77478,14,MINERAL METABOLISM,8,-,9,9
"RENAL CENTER OF FLOWER MOUND, LLC",672807,-,4941 LONG PRAIRIE RD,FLOWER MOUND,TX,75028,14,MINERAL METABOLISM,No Score,"1, 9",9,9
"BOLLINGER DIALYSIS, LLC",672808,-,220 COTTONWOOD DR,HEMPSTEAD,TX,77445,14,MINERAL METABOLISM,8,-,9,9
SEASONS DIALYSIS,672809,-,2000 CRAWFORD STREET SUITE 777,HOUSTON,TX,77002,14,MINERAL METABOLISM,No Score,"1, 8",9,9
TAUM DIALYSIS LLC,672810,-,1001 W ARBROOK BLVD SUITE 101 & 111,ARLINGTON,TX,76015,14,MINERAL METABOLISM,No Score,"1, 9",9,9
"BIO MEDICAL APPLICATIONS OF TEXAS, INC",672811,-,8704 UNIVERSITY AVE,LUBBOCK,TX,79423,14,MINERAL METABOLISM,3,-,9,9
"USRC MEDICAL CENTER, LLC",672812,-,4511 NW LOOP 410,SAN ANTONIO,TX,78229,14,MINERAL METABOLISM,10,-,9,9
"PRIMROSE DIALYSIS, LLC",672813,-,712 SOUTH MAY STREET,MADISONVILLE,TX,77864,14,MINERAL METABOLISM,6,-,9,9
"SNG-COLUMBIA SQUARE DIALYSIS CENTER, LP",672814,-,1711 COLUMBIA SQUARE,SAN ANTONIO,TX,78227,14,MINERAL METABOLISM,8,-,9,9
KIDNEY CARE CENTER OF HOUSTON,672815,-,4803 BISSONNET STREET,BELLAIRE,TX,77401,14,MINERAL METABOLISM,No Score,"1, 9",9,9
PLANO ON CUSTER DIALYSIS,672816,-,"1301 CUSTER ROAD, SUITE 524",PLANO,TX,75075,14,MINERAL METABOLISM,No Score,"1, 9",9,9
"MASHERO DIALYSIS, LLC",672817,-,"2204 JOE BATTLE BLVD ""A""",EL PASO,TX,79938,14,MINERAL METABOLISM,No Score,2,9,9
"BIIO-MEDICAL APPLICATIONS OF TEXAS, INC.",672818,-,1721 S COLORADO ST,LOCKHART,TX,78644,14,MINERAL METABOLISM,No Score,2,9,9
"MERAMEC DIALYSIS, LLC",672819,-,1806 SOUTH COLORADO STREET,LOCKHART,TX,78644,14,MINERAL METABOLISM,No Score,2,9,9
"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.",672820,-,5895 KYLE PARKWAY,KYLE,TX,78640,14,MINERAL METABOLISM,No Score,2,9,9
BIO-MEDICAL APPLICATIONS OF TEXAS,672821,-,1675 HIGHWAY 71 EAST,BASTROP,TX,78602,14,MINERAL METABOLISM,No Score,"1, 2",9,9
"WINSTER DIALYSIS, LLC",672822,-,800 N TEXAS AVE,ODESSA,TX,79761,14,MINERAL METABOLISM,No Score,2,9,9
"INNOVATIVE DIALYSIS CENTER OF LUBBOCK, LLC",672823,-,1826 PARKWAY DR,LUBBOCK,TX,79403,14,MINERAL METABOLISM,No Score,2,9,9
"MADISON DIALYSIS, LLC",672824,-,11150 RESEARCH BLVD.,AUSTIN,TX,78759,14,MINERAL METABOLISM,No Score,"1, 2",9,9
"DSI EL PASO NORTH, LLC",672825,-,3359 FRED WILSON AVE,EL PASO,TX,79904,14,MINERAL METABOLISM,No Score,"1, 2",9,9
MARGETTE DIALYSIS,672826,-,10424 INTERSTATE 10 EAST SUITE 100,BAYTOWN,TX,77523,14,MINERAL METABOLISM,No Score,"1, 2",9,9
"ATHIOS DIALYSIS, LLC",672827,-,6101 WINDHAVEN PKWY,PLANO,TX,75093,14,MINERAL METABOLISM,No Score,"1, 2",9,9
DIAMOND DIALYSIS -MISSOURI CITY,672828,-,5603 HIGHWAY 6,MISSOURI CITY,TX,77459,14,MINERAL METABOLISM,No Score,2,9,9
"INNOVATIVE DIALYSIS SOLUTIONS AT HOME, PLLC",672829,-,2795 BULVERDE RD SUITE B,BULVERDE,TX,78163,14,MINERAL METABOLISM,No Score,"1, 2",9,9
"GREATER IRVING II REGIONAL DIALYSIS CENTER, LLC",672831,-,1070 N WESTMORELAND ROAD,DALLAS,TX,75211,14,MINERAL METABOLISM,No Score,"1, 2",9,9
"USRC WEST UNIVERSITY, LLC",672832,-,9219 STELLA LINK,HOUSTON,TX,77025,14,MINERAL METABOLISM,No Score,"1, 9",9,9
CROSSINGS DIALYSIS,672833,-,11600 BROADWAY STREET,PEARLAND,TX,77584,14,MINERAL METABOLISM,No Score,2,9,9
"FRESENIUS KIDNEY CARE CONCHO VALLEY, LLC",672834,-,2018 PULLIAM STREET,SAN ANGELO,TX,76905,14,MINERAL METABOLISM,No Score,2,9,9
"FRESENIUS KIDNEY CARE CONCHO VALLEY, LLC",672835,-,2008 NINE ROAD,BRADY,TX,76825,14,MINERAL METABOLISM,No Score,2,9,9
"AR - GRAPEVINE KIDNEY CENTER, LLC",672837,-,1270 WILLIAM D. TATE AVE SUITE 300,GRAPEVINE,TX,76051,14,MINERAL METABOLISM,No Score,"1, 2",9,9
"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.",672838,-,10150 LEGACY DRIVE,FRISCO,TX,75033,14,MINERAL METABOLISM,No Score,1,9,9
DSI - VIERA DIALYSIS,682500,-,8041 SPYGLASS HILL RD SUITE 101,VIERA,FL,32940,7,MINERAL METABOLISM,10,-,9,9
CAPE CORAL NORTH DIALYSIS,682501,-,1315 SE 8TH TERRACE,CAPE CORAL,FL,33990,7,MINERAL METABOLISM,10,-,9,9
FMC - LAKE CLARKE SHORES DIALYSIS CENTER,682502,-,3047 FOREST HILL BLVD,WEST PALM BEACH,FL,33406,7,MINERAL METABOLISM,10,-,9,9
FMC - NORTH SARASOTA DIALYSIS CENTER,682503,-,8037 COOPER CREEK BLVD,UNIVERISTY PARK,FL,34201,7,MINERAL METABOLISM,10,-,9,9
A UNIQUE KIDNEY CENTER LLC,682504,-,3105 N UNIVERSITY DR,DAVIE,FL,33024,7,MINERAL METABOLISM,No Score,1,9,9
PORT SAINT JOE DIALYSIS,682505,-,3871 HIGHWAY 98 E #101,PORT SAINT JOE,FL,32456,7,MINERAL METABOLISM,8,-,9,9
FMC - PANAMA CITY,682506,-,2100 HARRISON AVE,PANAMA CITY,FL,32405,7,MINERAL METABOLISM,9,-,9,9
AMERICARE RENAL CENTER,682507,-,2601 SOUTHWEST 37 AVE #138,MIAMI,FL,33133,7,MINERAL METABOLISM,0,-,9,9
SOUTH DADE KIDNEY CENTER,682508,-,11040 SW 184 STREET,CUTLER BAY,FL,33157,7,MINERAL METABOLISM,9,-,9,9
RENAL CARE PARTNERS OF WEST PALM BEACH,682509,-,300 EXECUTIVE CENTER DRIVE #101,WEST PALM BEACH,FL,33401,7,MINERAL METABOLISM,9,-,9,9
MIAMI REGIONAL DIALYSIS CENTER WEST LLC,682510,-,900 PARK CENTRE BLVD #400-C,MIAMI GARDENS,FL,33169,7,MINERAL METABOLISM,10,-,9,9
LAKES DIALYSIS CENTER,682511,-,7980 NW 155 ST 2ND FLOOR,MIAMI LAKES,FL,33016,7,MINERAL METABOLISM,5,-,9,9
RENOVATION OF LIFE DIALYSIS CENTER,682512,-,14505 COMMERCE WAY #600,MIAMI LAKES,FL,33016,7,MINERAL METABOLISM,10,-,9,9
NEW START DIALYSIS CENTER LLC,682513,-,900 NE 125 STREET #210,NORTH MIAMI,FL,33161,7,MINERAL METABOLISM,0,-,9,9
BIG LAKE KIDNEY CENTER LLC,682515,-,3240 HIGHWAY 441 SOUTH,OKEECHOBEE,FL,34974,7,MINERAL METABOLISM,8,-,9,9
MEMORIAL PLAZA DIALYSIS,682516,-,3901 UNIVERSITY BLVD S #111,JACKSONVILLE,FL,32216,7,MINERAL METABOLISM,2,-,9,9
LAKE VISTA DIALYSIS,682517,-,3187 US HWY 98 N,LAKELAND,FL,33805,7,MINERAL METABOLISM,10,-,9,9
FMC - CLERMONT EAST,682518,-,17319 PAGONIA DR BLDG P UNIT 115,CLERMONT,FL,34711,7,MINERAL METABOLISM,2,-,9,9
PLANTATION DIALYSIS - ELLENTON,682519,-,3820 US HIGHWAY 301 N,ELLENTON,FL,34222,7,MINERAL METABOLISM,10,-,9,9
CARROLLWOOD DIALYSIS,682520,-,14358 N DALE MABRY HWY,TAMPA,FL,33618,7,MINERAL METABOLISM,8,-,9,9
SOUTH FLORIDA DIALYSIS CENTER CORP,682521,-,8057 NORTHWEST 155 STREET,MIAMI LAKES,FL,33016,7,MINERAL METABOLISM,10,-,9,9
ST PETERSBURG KIDNEY CARE,682522,-,800 3RD AVE S. WEBB PLAZA,SAINT PETERSBURG,FL,33701,7,MINERAL METABOLISM,10,-,9,9
CROWN DIALYSIS CENTER OF PALM BEACH LLC,682523,-,4701 N FEDERAL HIGHWAY,BOCA RATON,FL,33431,7,MINERAL METABOLISM,No Score,"1, 8",9,9
FRESENIUS KIDNEY CARE-ST PETERSBURG,682525,-,446 4TH STREET S,SAINT PETERSBURG,FL,33701,7,MINERAL METABOLISM,9,-,9,9
JACKSONVILLE ARLINGTON DIALYSIS,682526,-,929 UNIVERSITY BLVD N,JACKSONVILLE,FL,32211,7,MINERAL METABOLISM,5,-,9,9
DORAL KIDNEY CENTER,682527,-,7755 NW 48TH ST #120,DORAL,FL,33166,7,MINERAL METABOLISM,10,-,9,9
DONATE MEDICAL CENTER,682528,-,1871 CORAL WAY #101,MIAMI,FL,33145,7,MINERAL METABOLISM,5,-,9,9
DOWNTOWN PENSACOLA DIALYSIS,682529,-,700 E CERVANTES ST #A,PENSACOLA,FL,32501,7,MINERAL METABOLISM,7,-,9,9
SILVER SPRINGS SHORES DIALYSIS,682530,-,9310 SPRING RD,OCALA,FL,34472,7,MINERAL METABOLISM,10,-,9,9
GAINESVILLE HOME DIALYSIS,682531,-,4960 W NEWBERRY RD #280,GAINESVILLE,FL,32607,7,MINERAL METABOLISM,9,-,9,9
PALATKA DIALYSIS,682532,-,326 ZEAGLER DR,PALATKA,FL,32177,7,MINERAL METABOLISM,4,-,9,9
FMC - BREVARD HOME THERAPIES,682533,-,2200 W EAU GALLIE BLVD #202A,MELBOURNE,FL,32935,7,MINERAL METABOLISM,8,-,9,9
HOME OPTIONS OF PENSACOLA,682534,-,812 CREIGHTON RD,PENSACOLA,FL,32504,7,MINERAL METABOLISM,9,-,9,9
LAUDERHILL DIALYSIS,682535,-,2916 N STATE ROAD 7,LAUDERDALE LAKES,FL,33313,7,MINERAL METABOLISM,10,-,9,9
PROFESSIONAL DIALYSIS CENTER,682536,-,10021 PINES BLVD #201,PEMBROKE PINES,FL,33024,7,MINERAL METABOLISM,3,-,9,9
FMC - DORAL,682537,-,11251 NW 20TH ST #105,DORAL,FL,33172,7,MINERAL METABOLISM,10,-,9,9
KISSIMMEE HOME TRAINING,682538,-,1203 N CENTRAL AVE #A,KISSIMMEE,FL,34741,7,MINERAL METABOLISM,10,-,9,9
COASTAL DIALYSIS CENTER,682539,-,641 UNIVERSITY BLVD #209,JUPITER,FL,33458,7,MINERAL METABOLISM,10,-,9,9
DEERFIELD BEACH DIALYSIS,682540,-,1983 W HILLSBORO BLVD,DEERFIELD BEACH,FL,33442,7,MINERAL METABOLISM,10,-,9,9
GREENACRES DIALYSIS CENTER,682541,-,5702 LAKE WORTH ROAD #1,GREENACRES,FL,33463,7,MINERAL METABOLISM,10,-,9,9
FORT MYERS KIDNEY CARE CENTER,682542,-,14181 S TAMIAMI TRAIL #120,FORT MYERS,FL,33912,7,MINERAL METABOLISM,5,-,9,9
PLANTATION HOME TRAINING,682543,-,8144 W BROWARD BLVD,PLANTATION,FL,33324,7,MINERAL METABOLISM,5,-,9,9
JOHNSON DIALYSIS CENTER - DAVIE,682544,-,3105 N UNIVERSITY DR SUITE #103,DAVIE,FL,33024,7,MINERAL METABOLISM,9,-,9,9
ARLINGTON DIALYSIS CENTER,682545,-,7645 MERRILL RD #204,JACKSONVILLE,FL,32277,7,MINERAL METABOLISM,7,-,9,9
ULTIMATE CARE DIALYSIS CENTER,682546,-,2720 SW 97TH #201,MIAMI,FL,33165,7,MINERAL METABOLISM,10,-,9,9
"KIDNEY KARE OF JACKSONVILLE, INC",682547,-,4168 SOUTHPOINT PARKWAY SUITE 103,JACKSONVILLE,FL,32216,7,MINERAL METABOLISM,9,-,9,9
FMC - GULF BREEZE,682548,-,2583 GULF BREEZE PARKWAY,GULF BREEZE,FL,32563,7,MINERAL METABOLISM,10,-,9,9
OVIEDO DIALYSIS,682549,-,7560 RED BUG LAKE RD #1048,OVIEDO,FL,32765,7,MINERAL METABOLISM,10,-,9,9
OCOEE HOME TRAINING,682550,-,1552 BOREN DR #100,OCOEE,FL,34761,7,MINERAL METABOLISM,4,-,9,9
FMC - WEST JACKSONVILLE,682551,-,5607 NORMANDY BLVD,JACKSONVILLE,FL,32205,7,MINERAL METABOLISM,10,-,9,9
WINTER HAVEN SOUTH DIALYSIS,682552,-,7220 CYPRESS GARDENS BLVD,WINTER HAVEN,FL,33884,7,MINERAL METABOLISM,10,-,9,9
NXSTAGE KIDNEY CARE - JACKSONVILLE,682553,-,2777 UNIVERSITY BLVD W #39,JACKSONVILLE,FL,32217,7,MINERAL METABOLISM,8,-,9,9
DCI UNIVERSITY OF FLORIDA HOME PROGRAM,682554,-,3750 NW 83RD ST,GAINESVILLE,FL,32606,7,MINERAL METABOLISM,9,-,9,9
HOLLYWOOD DIALYSIS,682555,-,4000 HOLLYWOOD BLVD #175-S,HOLLYWOOD,FL,33021,7,MINERAL METABOLISM,10,-,9,9
GOLDEN GLADES DIALYSIS,682556,-,15600 NW 15TH AVE #D,MIAMI,FL,33169,7,MINERAL METABOLISM,9,-,9,9
FMC - SOUTH FLORIDA HOME THERAPIES,682557,-,3508 N UNIVERSITY DRIVE #300A,SUNRISE,FL,33351,7,MINERAL METABOLISM,8,-,9,9
FMC - WAUCHULA,682558,-,457 CARLTON ST,WAUCHULA,FL,33873,7,MINERAL METABOLISM,10,-,9,9
NXSTAGE KIDNEY CARE - ORLANDO SOUTH,682559,-,14522 LANDSTAR BLVD #102,ORLANDO,FL,32824,7,MINERAL METABOLISM,6,-,9,9
BEACH BOULEVARD DIALYSIS,682560,-,14444 BEACH BLVD #B,JACKSONVILLE,FL,32250,7,MINERAL METABOLISM,4,-,9,9
ST AUGUSTINE HOME TRAINING,682561,-,252 SOUTHPARK CIR E,SAINT AUGUSTINE,FL,32086,7,MINERAL METABOLISM,8,-,9,9
ST PETERSBURG KIDNEY CARE SOUTH,682562,-,4050 34TH ST S,SAINT PETERSBURG,FL,33711,7,MINERAL METABOLISM,9,-,9,9
BUENA VENTURA LAKES DIALYSIS,682563,-,1998 E OSCEOLA PKWY,KISSIMMEE,FL,34743,7,MINERAL METABOLISM,9,-,9,9
KEYS GATE DIALYSIS,682564,-,1982 NE 8TH ST,HOMESTEAD,FL,33033,7,MINERAL METABOLISM,8,-,9,9
FMC - SPACE COAST,682565,-,577 BARNES BLVD #100,ROCKLEDGE,FL,32955,7,MINERAL METABOLISM,9,-,9,9
DUNN AVENUE DIALYSIS,682566,-,1215 DUNN AVE #8,JACKSONVILLE,FL,32218,7,MINERAL METABOLISM,2,-,9,9
LAKE MARY DIALYSIS,682567,-,39 SKYLINE DR #1001,LAKE MARY,FL,32746,7,MINERAL METABOLISM,7,-,9,9
COLUMBIA COUNTY DIALYSIS,682568,-,1389 W US HWY 90 #100A,LAKE CITY,FL,32055,7,MINERAL METABOLISM,6,-,9,9
FMC - PALM BAY,682569,-,450 MALABAR RD SE #101,PALM BAY,FL,32907,7,MINERAL METABOLISM,9,-,9,9
FMC - NICEVILLE,682571,-,4304 LANCASTER DR,NICEVILLE,FL,32578,7,MINERAL METABOLISM,10,-,9,9
CLAY COUNTY DIALYSIS,682572,-,1784 BLANDING BLVD SUITE #4,MIDDLEBURG,FL,32068,7,MINERAL METABOLISM,9,-,9,9
OCALA WEST HOME TRAINING,682573,-,8615 SW 103RD STREET RD,OCALA,FL,34481,7,MINERAL METABOLISM,10,-,9,9
